IDLieu,Ville,Etat,Region
CS-12400_90045,Los Angeles,California,West 
VT-21700_19143,Philadelphia,Pennsylvania,East 
AB-10105_77581,Pearland,Texas,Central
MM-18280_10035,New York City,New York,East 
ML-17410_85023,Phoenix,Arizona,West 
KD-16495_23320,Chesapeake,Virginia,South
RF-19735_60610,Chicago,Illinois,Central
SC-20305_60623,Chicago,Illinois,Central
BN-11515_98103,Seattle,Washington,West 
JS-15880_78550,Harlingen,Texas,Central
VG-21805_19140,Philadelphia,Pennsylvania,East 
AW-10840_93309,Bakersfield,California,West 
LS-17230_75051,Grand Prairie,Texas,Central
MH-17455_46142,Greenwood,Indiana,Central
TS-21340_10024,New York City,New York,East 
EH-13945_38109,Memphis,Tennessee,South
MG-17695_14215,Buffalo,New York,East 
DO-13435_90036,Los Angeles,California,West 
AF-10870_33030,Homestead,Florida,South
SN-20710_77506,Pasadena,Texas,Central
MO-17500_11520,Freeport,New York,East 
ON-18715_80219,Denver,Colorado,West 
SC-20095_2169,Quincy,Massachusetts,East 
MS-17710_48205,Detroit,Michigan,Central
DN-13690_94109,San Francisco,California,West 
RB-19360_37211,Nashville,Tennessee,South
NH-18610_48227,Detroit,Michigan,Central
ED-13885_90045,Los Angeles,California,West 
PW-19240_19140,Philadelphia,Pennsylvania,East 
DM-13345_28806,Asheville,North Carolina,South
DW-13540_10024,New York City,New York,East 
EH-14125_80906,Colorado Spring,Colorado,West 
KE-16420_78207,San Antonio,Texas,Central
SP-20920_90036,Los Angeles,California,West 
PS-19045_48310,Sterling Height,Michigan,Central
JM-15250_10009,New York City,New York,East 
EB-13930_23223,Richmond,Virginia,South
FG-14260_98105,Seattle,Washington,West 
TH-21235_10024,New York City,New York,East 
PL-18925_98115,Seattle,Washington,West 
CC-12370_90045,Los Angeles,California,West 
JM-15535_90712,Lakewood,California,West 
KF-16285_7060,Plainfield,New Jersey,East 
CS-12175_38401,Columbia,Tennessee,South
AR-10540_2895,Woonsocket,Rhode Island,East 
MS-17770_17602,Lancaster,Pennsylvania,East 
DB-13120_33614,Tampa,Florida,South
DK-12895_53142,Kenosha,Wisconsin,Central
MP-17965_34952,Port Saint Luci,Florida,South
Dp-13240_98115,Seattle,Washington,West 
CC-12220_78207,San Antonio,Texas,Central
KM-16660_30076,Roswell,Georgia,South
MK-17905_80027,Louisville,Colorado,West 
SC-20725_90036,Los Angeles,California,West 
CC-12475_19143,Philadelphia,Pennsylvania,East 
BT-11305_54880,Superior,Wisconsin,Central
FH-14350_30318,Atlanta,Georgia,South
AA-10645_19013,Chester,Pennsylvania,East 
JO-15145_94110,San Francisco,California,West 
SF-20965_76021,Bedford,Texas,Central
CS-12355_70506,Lafayette,Louisiana,South
SN-20710_98042,Covington,Washington,West 
JM-15655_44052,Lorain,Ohio,East 
FH-14350_60623,Chicago,Illinois,Central
AJ-10795_94110,San Francisco,California,West 
JF-15565_94110,San Francisco,California,West 
CS-11845_77070,Houston,Texas,Central
SP-20920_60653,Chicago,Illinois,Central
KE-16420_10035,New York City,New York,East 
GA-14515_10011,New York City,New York,East 
SM-20950_19134,Philadelphia,Pennsylvania,East 
DK-12985_60610,Chicago,Illinois,Central
LC-16885_94601,Oakland,California,West 
XP-21865_60610,Chicago,Illinois,Central
BD-11770_19143,Philadelphia,Pennsylvania,East 
DL-13330_28027,Concord,North Carolina,South
KH-16630_28205,Charlotte,North Carolina,South
TP-21415_75081,Dallas,Texas,Central
NP-18685_46203,Indianapolis,Indiana,Central
SC-20680_74012,Broken Arrow,Oklahoma,Central
DK-12895_33023,Miramar,Florida,South
SM-20950_68104,Omaha,Nebraska,Central
LS-17245_28540,Jacksonville,North Carolina,South
KE-16420_97224,Tigard,Oregon,West 
MC-17635_62521,Decatur,Illinois,Central
Dp-13240_85023,Phoenix,Arizona,West 
LC-16930_95823,Sacramento,California,West 
LH-16900_72401,Jonesboro,Arkansas,South
TB-21175_10035,New York City,New York,East 
JM-15865_44312,Akron,Ohio,East 
KW-16435_41042,Florence,Kentucky,South
SC-20095_55407,Minneapolis,Minnesota,Central
ZC-21910_77095,Houston,Texas,Central
RB-19465_68025,Fremont,Nebraska,Central
JK-15370_92105,San Diego,California,West 
DD-13570_77041,Houston,Texas,Central
MC-17275_10011,New York City,New York,East 
DL-13495_48227,Detroit,Michigan,Central
NC-18625_77095,Houston,Texas,Central
AC-10450_98105,Seattle,Washington,West 
TS-21340_90036,Los Angeles,California,West 
MM-17920_19120,Philadelphia,Pennsylvania,East 
LP-17080_98103,Seattle,Washington,West 
BG-11695_13601,Watertown,New York,East 
MG-18145_32216,Jacksonville,Florida,South
GZ-14470_22204,Arlington,Virginia,South
JL-15835_28205,Charlotte,North Carolina,South
DO-13435_98103,Seattle,Washington,West 
AB-10600_60623,Chicago,Illinois,Central
KB-16315_33021,Hollywood,Florida,South
TT-21070_23320,Chesapeake,Virginia,South
PV-18985_90036,Los Angeles,California,West 
DD-13570_22304,Alexandria,Virginia,South
KD-16495_77536,Deer Park,Texas,Central
RA-19285_19120,Philadelphia,Pennsylvania,East 
SS-20590_67212,Wichita,Kansas,Central
JH-15820_48640,Midland,Michigan,Central
EH-14125_94110,San Francisco,California,West 
TP-21415_11520,Freeport,New York,East 
RB-19330_78745,Austin,Texas,Central
CB-12025_19134,Philadelphia,Pennsylvania,East 
MP-17965_37620,Bristol,Tennessee,South
SW-20245_19140,Philadelphia,Pennsylvania,East 
SM-20950_60610,Chicago,Illinois,Central
AP-10915_31907,Columbus,Georgia,South
AH-10465_10035,New York City,New York,East 
EP-13915_3820,Dover,New Hampshire,East 
TP-21565_80013,Aurora,Colorado,West 
AR-10825_11561,Long Beach,New York,East 
HJ-14875_85204,Mesa,Arizona,West 
JK-15370_93727,Fresno,California,West 
JF-15355_29203,Columbia,South Carolina,South
EK-13795_92704,Santa Ana,California,West 
RS-19765_29203,Columbia,South Carolina,South
BD-11320_90045,Los Angeles,California,West 
BF-11170_94109,San Francisco,California,West 
JK-15730_77036,Houston,Texas,Central
CR-12820_10035,New York City,New York,East 
AG-10300_2038,Franklin,Massachusetts,East 
CM-12160_21215,Baltimore,Maryland,East 
SG-20890_78501,Mcallen,Texas,Central
CS-12175_52240,Iowa City,Iowa,Central
HL-15040_19711,Newark,Delaware,East 
DM-13015_77070,Houston,Texas,Central
HK-14890_83704,Boise,Idaho,West 
BG-11740_92105,San Diego,California,West 
CK-12595_90032,Los Angeles,California,West 
RF-19735_10024,New York City,New York,East 
CJ-12010_19134,Philadelphia,Pennsylvania,East 
MA-17560_10024,New York City,New York,East 
AM-10705_2920,Cranston,Rhode Island,East 
AH-10585_60623,Chicago,Illinois,Central
PF-19120_40475,Richmond,Kentucky,South
RD-19480_46544,Mishawaka,Indiana,Central
JL-15505_10550,Mount Vernon,New York,East 
AB-10600_90004,Los Angeles,California,West 
NC-18535_94110,San Francisco,California,West 
TB-21400_98103,Seattle,Washington,West 
SJ-20215_62301,Quincy,Illinois,Central
EB-13840_60623,Chicago,Illinois,Central
WB-21850_50322,Urbandale,Iowa,Central
SR-20740_98103,Seattle,Washington,West 
VG-21805_47374,Richmond,Indiana,Central
LS-16945_75220,Dallas,Texas,Central
MA-17560_19143,Philadelphia,Pennsylvania,East 
NF-18475_61107,Rockford,Illinois,Central
MD-17860_19134,Philadelphia,Pennsylvania,East 
MZ-17335_98105,Seattle,Washington,West 
KB-16600_49505,Grand Rapids,Michigan,Central
MA-17995_90004,Los Angeles,California,West 
ME-17320_22153,Springfield,Virginia,South
JD-15895_90036,Los Angeles,California,West 
LS-16975_21215,Baltimore,Maryland,East 
SJ-20500_6824,Fairfield,Connecticut,East 
BS-11365_10011,New York City,New York,East 
RA-19285_33801,Lakeland,Florida,South
TS-21610_61032,Freeport,Illinois,Central
KB-16585_97504,Medford,Oregon,West 
MM-18280_98103,Seattle,Washington,West 
LO-17170_10035,New York City,New York,East 
RS-19420_6824,Fairfield,Connecticut,East 
CC-12475_56560,Moorhead,Minnesota,Central
KT-16480_31907,Columbus,Georgia,South
DM-13015_19143,Philadelphia,Pennsylvania,East 
EP-13915_77036,Houston,Texas,Central
AM-10705_98115,Seattle,Washington,West 
SH-20635_38301,Jackson,Tennessee,South
LA-16780_21215,Baltimore,Maryland,East 
SF-20200_84107,Murray,Utah,West 
AG-10495_98105,Seattle,Washington,West 
KN-16450_75220,Dallas,Texas,Central
NF-18595_98105,Seattle,Washington,West 
BS-11365_8701,Lakewood,New Jersey,East 
RM-19675_10011,New York City,New York,East 
AB-10105_46203,Indianapolis,Indiana,Central
CA-11965_77642,Port Arthur,Texas,Central
EH-14005_37211,Nashville,Tennessee,South
ON-18715_77095,Houston,Texas,Central
EB-13870_19140,Philadelphia,Pennsylvania,East 
DW-13195_97756,Redmond,Oregon,West 
MB-17305_95610,Citrus Heights,California,West 
TH-21235_90032,Los Angeles,California,West 
PO-18850_32303,Tallahassee,Florida,South
DE-13255_44107,Lakewood,Ohio,East 
MO-17500_75056,The Colony,Texas,Central
AH-10585_98105,Seattle,Washington,West 
CS-12250_90032,Los Angeles,California,West 
WB-21850_90045,Los Angeles,California,West 
SP-20620_11561,Long Beach,New York,East 
AB-10165_90045,Los Angeles,California,West 
HA-14920_94110,San Francisco,California,West 
DC-13285_23223,Richmond,Virginia,South
ST-20530_87105,Albuquerque,New Mexico,West 
KB-16315_44312,Akron,Ohio,East 
TB-21355_7060,Plainfield,New Jersey,East 
JC-15775_10011,New York City,New York,East 
PO-18850_33012,Hialeah,Florida,South
SS-20875_98052,Redmond,Washington,West 
RD-19720_32114,Daytona Beach,Florida,South
GZ-14470_86442,Bullhead City,Arizona,West 
SN-20710_90049,Los Angeles,California,West 
DK-12895_37064,Franklin,Tennessee,South
VM-21835_46368,Portage,Indiana,Central
GB-14575_22204,Arlington,Virginia,South
ND-18370_94110,San Francisco,California,West 
MM-17260_10801,New Rochelle,New York,East 
MV-17485_85204,Mesa,Arizona,West 
JL-15130_43130,Lancaster,Ohio,East 
AG-10330_95207,Stockton,California,West 
MD-17860_28806,Asheville,North Carolina,South
RO-19780_37042,Clarksville,Tennessee,South
RR-19315_60505,Aurora,Illinois,Central
CP-12340_2886,Warwick,Rhode Island,East 
LL-16840_70506,Lafayette,Louisiana,South
NC-18340_58103,Fargo,North Dakota,Central
HA-14920_60623,Chicago,Illinois,Central
MA-17995_46226,Lawrence,Indiana,Central
LH-16900_46514,Elkhart,Indiana,Central
SB-20290_44240,Kent,Ohio,East 
BT-11305_91776,San Gabriel,California,West 
PS-18970_42420,Henderson,Kentucky,South
TB-21625_94110,San Francisco,California,West 
RA-19915_60035,Highland Park,Illinois,Central
BP-11095_94122,San Francisco,California,West 
CD-11920_10035,New York City,New York,East 
KB-16585_75081,Dallas,Texas,Central
SW-20245_45503,Springfield,Ohio,East 
AH-10690_92024,San Diego,California,West 
JL-15835_19120,Philadelphia,Pennsylvania,East 
GZ-14470_21044,Columbia,Maryland,East 
RC-19825_80906,Colorado Spring,Colorado,West 
CL-12565_10009,New York City,New York,East 
MW-18220_19140,Philadelphia,Pennsylvania,East 
BF-10975_47201,Columbus,Indiana,Central
SN-20710_90004,Los Angeles,California,West 
TB-21280_10024,New York City,New York,East 
JB-15400_1841,Lawrence,Massachusetts,East 
AH-10210_94122,San Francisco,California,West 
KL-16645_48205,Detroit,Michigan,Central
MH-17455_45011,Hamilton,Ohio,East 
EC-14050_43229,Columbus,Ohio,East 
GH-14665_60610,Chicago,Illinois,Central
SC-20095_33063,Margate,Florida,South
TB-21355_30328,Sandy Springs,Georgia,South
DW-13195_87105,Albuquerque,New Mexico,West 
CL-12565_74133,Tulsa,Oklahoma,Central
LT-17110_7050,Orange,New Jersey,East 
AP-10915_42420,Henderson,Kentucky,South
CB-12415_60653,Chicago,Illinois,Central
MT-17815_77642,Port Arthur,Texas,Central
DK-13375_48185,Westland,Michigan,Central
SR-20740_47401,Bloomington,Indiana,Central
AA-10645_94109,San Francisco,California,West 
AS-10630_94110,San Francisco,California,West 
MC-17575_95123,San Jose,California,West 
SE-20110_80219,Denver,Colorado,West 
DS-13030_80013,Aurora,Colorado,West 
NS-18640_83704,Boise,Idaho,West 
KA-16525_10035,New York City,New York,East 
DJ-13510_19140,Philadelphia,Pennsylvania,East 
MG-17680_44060,Mentor,Ohio,East 
BD-11620_73505,Lawton,Oklahoma,Central
CD-11920_10024,New York City,New York,East 
XP-21865_90049,Los Angeles,California,West 
CA-12055_77036,Houston,Texas,Central
JM-15250_90032,Los Angeles,California,West 
JK-15730_43229,Columbus,Ohio,East 
CC-12670_90032,Los Angeles,California,West 
GW-14605_19140,Philadelphia,Pennsylvania,East 
GR-14560_94110,San Francisco,California,West 
FM-14215_93309,Bakersfield,California,West 
MS-17980_77095,Houston,Texas,Central
BF-11170_90045,Los Angeles,California,West 
VS-21820_90036,Los Angeles,California,West 
KM-16225_65807,Springfield,Missouri,Central
LP-17095_85023,Phoenix,Arizona,West 
BG-11740_77070,Houston,Texas,Central
BW-11200_23666,Hampton,Virginia,South
PS-18970_74133,Tulsa,Oklahoma,Central
RB-19570_98105,Seattle,Washington,West 
JW-16075_94109,San Francisco,California,West 
ND-18460_32216,Jacksonville,Florida,South
LC-16930_47374,Richmond,Indiana,Central
BP-11095_80027,Louisville,Colorado,West 
RD-19720_10024,New York City,New York,East 
BE-11335_13440,Rome,New York,East 
RS-19765_43302,Marion,Ohio,East 
KC-16540_77041,Houston,Texas,Central
MB-17305_10009,New York City,New York,East 
TN-21040_95336,Manteca,California,West 
MC-18130_90004,Los Angeles,California,West 
VF-21715_98115,Seattle,Washington,West 
ES-14080_2908,Providence,Rhode Island,East 
MK-17905_60653,Chicago,Illinois,Central
TM-21490_73120,Oklahoma City,Oklahoma,Central
RL-19615_60610,Chicago,Illinois,Central
NM-18520_6040,Manchester,Connecticut,East 
EB-13930_54601,La Crosse,Wisconsin,Central
SG-20470_29501,Florence,South Carolina,South
ND-18370_85301,Glendale,Arizona,West 
CM-11815_79907,El Paso,Texas,Central
EB-13870_78207,San Antonio,Texas,Central
HM-14860_90049,Los Angeles,California,West 
SJ-20125_33023,Miramar,Florida,South
DM-12955_85204,Mesa,Arizona,West 
MC-17575_28314,Fayetteville,North Carolina,South
DB-13660_77095,Houston,Texas,Central
NF-18595_95123,San Jose,California,West 
NM-18445_67212,Wichita,Kansas,Central
AB-10255_90036,Los Angeles,California,West 
MG-17650_49201,Jackson,Michigan,Central
SE-20110_83501,Lewiston,Idaho,West 
AG-10765_23666,Hampton,Virginia,South
AS-10045_10035,New York City,New York,East 
AR-10405_39401,Hattiesburg,Mississippi,South
AP-10720_19140,Philadelphia,Pennsylvania,East 
JB-16000_19140,Philadelphia,Pennsylvania,East 
TS-21430_90045,Los Angeles,California,West 
NL-18310_94526,Danville,California,West 
TC-21475_20016,Washington,District of Co,East 
MG-17650_53209,Milwaukee,Wisconsin,Central
MG-17890_21215,Baltimore,Maryland,East 
BF-11170_28540,Jacksonville,North Carolina,South
MS-17770_14609,Rochester,New York,East 
JE-15745_92054,Oceanside,California,West 
HG-14965_39503,Gulfport,Mississippi,South
EP-13915_32216,Jacksonville,Florida,South
GH-14410_77070,Houston,Texas,Central
DS-13180_77095,Houston,Texas,Central
TH-21550_2149,Everett,Massachusetts,East 
RM-19675_90049,Los Angeles,California,West 
SF-20965_19805,Wilmington,Delaware,East 
SO-20335_38401,Columbia,Tennessee,South
CK-12760_10011,New York City,New York,East 
GA-14725_48858,Mount Pleasant,Michigan,Central
BD-11725_94122,San Francisco,California,West 
DS-13180_94122,San Francisco,California,West 
BS-11380_94122,San Francisco,California,West 
JF-15565_23602,Newport News,Virginia,South
HA-14905_80525,Fort Collins,Colorado,West 
Co-12640_98105,Seattle,Washington,West 
BC-11125_10011,New York City,New York,East 
EB-13840_23223,Richmond,Virginia,South
DB-13360_10009,New York City,New York,East 
KB-16585_98103,Seattle,Washington,West 
AH-10120_94110,San Francisco,California,West 
GH-14410_8861,Perth Amboy,New Jersey,East 
KT-16480_94110,San Francisco,California,West 
KH-16330_61032,Freeport,Illinois,Central
SV-20785_19140,Philadelphia,Pennsylvania,East 
PO-18850_32216,Jacksonville,Florida,South
AC-10450_33024,Pembroke Pines,Florida,South
KB-16585_98115,Seattle,Washington,West 
DB-13555_76106,Fort Worth,Texas,Central
AG-10270_19120,Philadelphia,Pennsylvania,East 
JF-15295_84321,Logan,Utah,West 
RE-19450_13021,Auburn,New York,East 
MV-18190_27604,Raleigh,North Carolina,South
GB-14530_19120,Philadelphia,Pennsylvania,East 
HL-15040_47374,Richmond,Indiana,Central
BP-11155_17602,Lancaster,Pennsylvania,East 
CT-11995_85705,Tucson,Arizona,West 
JL-15835_48205,Detroit,Michigan,Central
JK-16120_78745,Austin,Texas,Central
DH-13075_77095,Houston,Texas,Central
AG-10900_6708,Waterbury,Connecticut,East 
WB-21850_90049,Los Angeles,California,West 
JO-15280_19120,Philadelphia,Pennsylvania,East 
EJ-13720_77340,Huntsville,Texas,Central
AB-10105_97206,Portland,Oregon,West 
LT-16765_80027,Louisville,Colorado,West 
CM-12655_98115,Seattle,Washington,West 
EM-13960_21215,Baltimore,Maryland,East 
DJ-13420_94109,San Francisco,California,West 
DE-13255_90004,Los Angeles,California,West 
NR-18550_60505,Aurora,Illinois,Central
CK-12325_98103,Seattle,Washington,West 
JF-15490_30605,Athens,Georgia,South
LB-16795_32712,Apopka,Florida,South
MP-18175_10009,New York City,New York,East 
LH-16900_94110,San Francisco,California,West 
SV-20935_75217,Dallas,Texas,Central
RB-19435_92105,San Diego,California,West 
Dl-13600_10035,New York City,New York,East 
PS-19045_4240,Lewiston,Maine,East 
GT-14755_90805,Long Beach,California,West 
CS-12355_98115,Seattle,Washington,West 
JD-16060_55901,Rochester,Minnesota,Central
TS-21160_94110,San Francisco,California,West 
BV-11245_98103,Seattle,Washington,West 
DL-13495_99207,Spokane,Washington,West 
EB-13870_37064,Franklin,Tennessee,South
ES-14020_38301,Jackson,Tennessee,South
JB-15925_78745,Austin,Texas,Central
SC-20380_33024,Pembroke Pines,Florida,South
EB-13870_19143,Philadelphia,Pennsylvania,East 
TC-21475_61832,Danville,Illinois,Central
NR-18550_91911,Chula Vista,California,West 
DB-13270_10009,New York City,New York,East 
NS-18640_78207,San Antonio,Texas,Central
CS-11860_28540,Jacksonville,North Carolina,South
CC-12430_94109,San Francisco,California,West 
AC-10450_85323,Avondale,Arizona,West 
CM-12385_60610,Chicago,Illinois,Central
EK-13795_92025,Escondido,California,West 
CK-12760_11561,Long Beach,New York,East 
PK-19075_19711,Newark,Delaware,East 
