BreedID	strangeraggr	owneraggr	dogaggr	dogfear	dogrivalry	trainability	chasing	strangerfear	nonsocialfear	sepprobs	touchsens	excitability	attachatten	energy
Cocker Spaniel (American)	0.4	0	0.5	1	0.25	2.875	3.75	0	1.5	1.1428571429	0.25	1.8333333333	2	2
Flat-Coated Retriever	0.3	0	0	0.75	0	3.875	2.25	0.25	0.3333333333	0.125	0.75	0.8333333333	2.8333333333	1
Flat-Coated Retriever	0.3	0	4	4	0	2.625	2.75	0	1.1666666667	0	0.5	2.3333333333	1.8333333333	1
Mastiff (English)	0	0	0.75	0	0.75	2.375	1.5	0	2	0.5	1.75	1	0	0.5
Great Dane	0.3	0	0	0	0.75	2.375	2.5	0.75	0.1666666667	0.75	1.75	1.6666666667	2.6666666667	1.5
Great Dane	0	0	0.75	0.25	0.5	2.375	2.25	0	0.6666666667	1.125	2	2.3333333333	2	3
Poodle (Standard)	1.1	0	1.5	2.5	1	2.5	0.75	0	2.8333333333	0.5	2.3333333333	3.1666666667	3.5	1
Mixed Breed/Unknown	1.1111111111	0		0		3	3	1.25	1.8	0.125	0	2.8333333333	0.8333333333	3.5
German Shorthaired Pointer	0.7	0	0.75	0.25	0	1.5	2.5	0	0.3333333333	1	1.25	3.1666666667	2	2
Mixed Breed/Unknown	0	0	0	0.25	0	3.375	2.5	1.25	0.3333333333	0	0.75	1.1666666667	1.3333333333	2
Mixed Breed/Unknown	0	0	0.5	0	0	2.625	0.25	0	0	0	0	1.1666666667	2	1
Collie	0	0			0.25	2.7142857143	0	0		0.5	1		3	2
Collie	0	0	1	0	1	3.25	1.5	0	1.5	0	0.5	0.2	1.6666666667	1
Nova Scotia Duck Tolling Retriever	1.2	0	0.25	0.75	0	3	2.5	0.75	0	0.125	0	2.3333333333	2.6666666667	2
Dalmatian	1.5	0	2.3333333333	2.3333333333		3	3.25	2.25	1.5		3.25	2.5	1.6666666667	3
Mixed Breed/Unknown	0.25	0	0.3333333333	0.25		2.375	1.25	1.5		1	1.6666666667	1.6666666667	1.8333333333	2.5
Doberman Pinscher	1.8	0	0.75	0.25	0.5	1.625	1.5	0.75	0.1666666667	1.5	0.25	3.8333333333	2.8333333333	3
Cardigan Welsh Corgi	2.7	0	1.5	0	0.75	2.125	3	2.25	2.5	0.75	0	3.3333333333	3	3
Pembroke Welsh Corgi	1.9	0.375	1.75	0	2.75	3.125	1	0	1.5	0.875	0	2	1.8333333333	0
Pointer	1.2	0	1	0	2	1	2.5	0	0.8333333333	2	0.25	4	1.3333333333	4
Labrador Retriever	0.2	0	0	0	0	3	1.5	0	0.1666666667	0.5	0	2.1666666667	1	3
Mastiff (English)	1.9	0.25	1.5	1	0	2.375	4	1	1.3333333333	0.5	2	4	2	3
Akita	0.6	0	0.25	0		3	1.75	0	0.3333333333	0.625	1	1	0.5	2
Doberman Pinscher	0.5	0	0	0		3.75	4	0	0	0	0		2.3333333333	3
Mixed Breed/Unknown	1.9	1.4285714286	0.5	0.5	1.5	3.375	3.25	0.5	0.8333333333	0.125	0.5	2	1.3333333333	2
Rat Terrier	0	0	0.75	0	0.75	3.375	1.75	0	1.3333333333	0.25	1	1.1666666667	2.8333333333	2
Mixed Breed/Unknown	0.6	0	0.75	0.75	0.5	3.875	1.5	0.25	1.6	0	0.3333333333		2.1666666667	2
Mixed Breed/Unknown	1.6666666667	0	2.6666666667	0.3333333333	0.25	2.4285714286	3.5	0.6666666667	0.4	0.25	0.25	1.6	1.6666666667	2.5
Brittany	0	0	0.75	0.5	0.25	3.125	3.25	0.75	0.1666666667	0	0	2	1.6666666667	2
Brittany	0	0.25	0	0	0.25	2.5	3	0	0	0.25	0.25	2.1666666667	0.8333333333	2.5
Belgian Tervuren	0.2	0	0.5	0	0	3.5	2	0	0.1666666667	0	0	1.3333333333	2.8333333333	1.5
Belgian Tervuren	1.5	0	2	1.5	0	2.5		3	1.5	0.125	0.75	1.6666666667	2.5	2.5
Golden Retriever	0	0	0	0.75	0	2.25	1.75	0	1	0	0	1.6666666667	1.1666666667	1
Mixed Breed/Unknown	1.7	0.25	2.75	3.5	1	2	2.25	1	1.2	1	0	3	1.1666666667	0
Shiba Inu	0.6	0	0.75	0.5		2.375	2.5	0	0.1666666667	0.375	0.25	1	1	2
Lagotto Romagnolo	0.4	0	0.25	0.3333333333	0	3.375	1.5	0	0	0	0	1.5	1.6	3
Mixed Breed/Unknown	0	0.25	1	1	0.25	2.5	2	0	0.3333333333	1.375	0	2.5	2.6666666667	2.5
Mixed Breed/Unknown	0	0	0.25	0.75	0.25	3.125	1.25	3	1.5	0.625	1	1.5	1.6666666667	0.5
Greyhound	0	0	0	0.5	0.5	3.25	0.5	0	0.6666666667	0.75	0.75	1.1666666667	0.8333333333	0.5
Weimaraner	0	0	0.75	1.75		2.625	3.25	0.75	0.3333333333	0.25	0.5	3.5	2.6666666667	2
German Shepherd	2.9	0	3.75	3.5	0.75	2.75	3.75	3.5	2.8333333333	1	0.5	2.8333333333	2.6666666667	2
Jack Russell Terrier	0	0	0.6666666667	0.6666666667		2.625	4	0	1.6666666667	1	2	2.8333333333	3	2
Golden Retriever	0	0.125	0.25	0.5	0	2.125	0.75	0	1.1666666667	0.625	0.25	2.8333333333	3	3
Cocker Spaniel (English)	0.7	0	0.3333333333	0.5	0.5	2.125	2	0.25	0.3333333333	0.375	0.25	2.5	3.3333333333	3
English Springer Spaniel	0.9	0	1.5	1.6666666667		2.625	2.75	0.25	0.3333333333	0	0.75	2.3333333333	1.6666666667	2
Redbone Coonhound	0.4	0.5	1.25	0.5		2.625	3	0	1.1666666667	1.125	1.5	2.1666666667	2.8333333333	3
Blue Tick Coonhound	0	0	0	0.5	0	1.875	0.5	3.75	4	1	1.25	0.8333333333	1.3333333333	1
Miniature Schnauzer	0.4	0	0.25	0	0	3.5	1.75	0.25	0.8333333333	0.5	0	1.5	1	2
Eurasier	1	0.1428571429	0.5	0.25		2.4285714286	2.25	0.75	0.4	0.5	0.5	1.3333333333	1.3333333333	2
Labrador Retriever	0	0	0	0	0	2.4285714286	1	0	0	0.25	0	1.5	1	1.5
Mixed Breed/Unknown	0	0.125	0.25	0	0	1.75	1.75	0	0	0.625	0.5	2	1.2	2
Poodle (Miniature)	0.6	0	0.5	0	0	2	1.5	0	1	1.5	0.5	3.1666666667	3	3
Labrador Retriever	0.6	0	3	0	0.5	3	3.25	0.25	0	0	1	2.8333333333	1.3333333333	2.5
Mixed Breed/Unknown	0.4	0	1.25	0.25	0.25	2.125	2.75	0	2.3333333333	0.25	1.5	1.8333333333	0.6666666667	1
Weimaraner	0.9	0	0	1.3333333333		3.25	2.75	0.25	1	0.125	0.25	1.6666666667	1.8333333333	3
Mixed Breed/Unknown	0.6	0.25	0.3333333333			1.875	1.75	0	0.6666666667	1.125	1.75	3.3333333333	2.6	2.5
Labrador Retriever	0.5	0	1.75	0.75		2.125	2.5	1.25	1.6666666667	0.25	0.75	2.1666666667	2.2	2
Golden Retriever	0	0	0	0	0.25	2.75	3	0	0.5	0.75	0	1.3333333333	1.6666666667	2
Shetland Sheepdog	0.4	0	0.25	0	0	3	0.25	0.25	1.1666666667	0.25	0.25	0.6666666667	2	2
English Springer Spaniel	0	0	0	0.75	0	2.125	0.75	1.75	0.8333333333	1.75	0	1	3.5	3
Golden Retriever	0.2	0	1.25	1	0	3.125	1.25	0.25	0	0.375	0	2.3333333333	1	1
Rottweiler	1.3	0	1	0	0.25	2.75	2.3333333333	0	1.6666666667	0	0	1.1666666667	2	1
German Shepherd	0.1	0	0.5	0	0.25	3.375	1.3333333333	0.25	0	0.375	0.25	1.6666666667	2.5	2
Golden Retriever	0.3	0	0	1	0.25	2	0.5	0.75	0.6666666667	0.125	0	2.3333333333	2.5	2.5
German Shepherd	0.9	0	1.25	0.5	0.25	2.5	3.25	1	1.5	0.7142857143	1	2.5	3.4	3
Boxer	0.5	0	1.25	1	0.5	3.125	2.75	0.25	1.5	0.75	0	1.6666666667	2.3333333333	2
Norwegian Elkhound	0	0	0.75	1	0	3	0	0	0.8333333333	0	0	1.3333333333	0.1666666667	0
Lagotto Romagnolo	0.7	0	0.75	1	0	3.375	0.75	1.5	0.3333333333	0	0.25	2.3333333333	1.6666666667	3
Cocker Spaniel (American)	0.2	0.625	0	1.3333333333		1.875	2.25	0	1	1.1428571429	0.75	2.1666666667	3	3
Pomeranian	0.2	0	1.25	1.25	0.75		3.25	0	0.1666666667	1.125	0.25	2.1666666667	2.3333333333	2
American Pit Bull Terrier	0.1	0	0.5	0		3.375	3.5	0.25	0.2	0.375	0.25	1.5	2	0
English Springer Spaniel	0	0	0	0	0	3.125	1.3333333333	0	0	0	0	1.3333333333	1	2
Australian Shepherd	0.2	0	0	1.3333333333		3	1	0.25		0.4285714286	0.75	2	1.3333333333	2.5
English Springer Spaniel	0	0	0.5	0	0.25	3.125	2.25	0	0.1666666667	0	0	0.8333333333	1.8333333333	2
Mixed Breed/Unknown	0.5	0	0	1	0	2.875	1	2.25	0.6	0.25	3	1.8333333333	2	3
Mixed Breed/Unknown	1.1	0	1.25	0		3.375	2.5	0.25	0.5	0	0.25	0.8333333333	1.5	0
Australian Shepherd	0.5	0	0.75	0.5	1.25	3.5	2	0	0	0.25	0	1.8333333333	2.1666666667	3
Mixed Breed/Unknown	1.6666666667	0	1.6666666667	0.3333333333	0	1.875	3.75	2	1	0.75	0.25	2.3333333333	1.5	0
Golden Retriever	0	0	0.75	1	0	3.25	2.25	0.5	1.5	0.375	1	3	2.4	2
Pembroke Welsh Corgi	0	0	2	0.5		3.75	0.5	0	0.1666666667	0	0.25	1.8333333333	2.3333333333	2
Bullmastiff	0	0.125	0	0		1.75	1.75	0	0.1666666667	0	0	1.6	2.6	3
Labrador Retriever	1	0.125	2.75	2.75	0.6666666667	2.625	2.75	0	1	0.5	1.75	1.8333333333	1.8333333333	2
Doberman Pinscher	0.5	0	0	0.5	1.25	3.75	3.25	0	0.1666666667	0	0	2.6666666667	1.3333333333	1.5
Akita	0.2	0	0.75	0	0.25	2.75	2	0	0.1666666667	0	0	2.1666666667	1.8333333333	2
Mixed Breed/Unknown	2.5	0	1.25	2.5		2.625	2.75	1.75	1.1666666667	0	2	2.1666666667	1	2
Mixed Breed/Unknown	0.2	0	1.25	1		3	2.5	1.25	0.1666666667	0	0.75	1.1666666667	1.3333333333	1
Dachshund (Miniature)	0	0	0	1		2	0.6666666667	0.75	1.3333333333		0.25	2.1666666667	1.8	1.5
Mixed Breed/Unknown	0.4444444444		1	2		1.8571428571	2	0.5	0.8333333333	0		0.3333333333	1.6666666667	0
Mixed Breed/Unknown	0.1111111111	0	2.3333333333	2.3333333333		2		0.25	1.4	1		1.2	2.6	0
German Shepherd	1.3	0.125	2	1.3333333333		3	3.75	0	0.1666666667	0.375	0.25	2	2.5	2
Mixed Breed/Unknown	0	0	0	0.25	0	3.5	2.25	0	0	0.125	0	2.3333333333	1.5	3.5
Mixed Breed/Unknown	0	0	0	0.25	0	3.375	2.25	3	2.6666666667	0	1.5	1	3.3333333333	0.5
Shetland Sheepdog	1	0	0.5	1.25	0.25	2	2.5	1		1	1	2.3333333333	2	1.5
Shiba Inu	0	0	0	0	0	3.375	1.5	0	0.6	0	0.75	1.3333333333	1.3333333333	1
Shiba Inu	0.1	0	0.6666666667	0	0	2.875		1	1.1666666667	0	0	0.8333333333	0.5	1
Whippet	0.5	0.125	0.5	0.75	0	2.875	2.75	0.25	0.6666666667	1.5	0.5	2.5	1.8333333333	1
Golden Retriever	0	0.5	0	1.6666666667		1.875	2	0	0.5	0.125	0	2	1.4	1.5
Basset Hound		3			1.25	1.5		1	0.6	0.125	2.5	2.4	0.8333333333	1.5
Shih Tzu	0.5	0.375				3.125	0.75	1	1	1.625	2	2.5	1.6666666667	0
Weimaraner	0.5	0	0.5	0	0.25	2.375	2.75	0	0	1.125	0.5	2.3333333333	3	4
Mixed Breed/Unknown	2.8	0.125	2.25	0	1.3333333333	2.5	3.6666666667	0.5	1.4	1.5	2	2.1666666667	2	1
Labrador Retriever	0	0	0	0.25		2.5	1.25	0	1.3333333333	0.125	0	1.3333333333	1.8333333333	2
Miniature Schnauzer	2.8	0.75	2	1.3333333333		2	3.75	1.5	1.3333333333		0.6666666667	3.6666666667	3	2
American Staffordshire Terrier	0.1	0	0.25	0.25	0	2.75	1	0.25	1.1666666667	0.625	1.25	3.1666666667	2.1666666667	2.5
Labrador Retriever	0.5	0	0.25	0.75		3.125	0.75	0	0.8333333333	0	0.3333333333	2.1666666667	2.8333333333	1
Labrador Retriever	0.2	0.375	0.5	1	0.25	2.875	3.5	0	1.3333333333	0.25	1.25	3	2.5	3
Cocker Spaniel (American)	0.6666666667	0	0.75	0.25	0.25	3	2	1	0	0.75	0	1.8333333333	1.8333333333	2
Golden Retriever	1.1	0	0.5	0.25	0	3.5	2.5	0	0.8333333333	0	0	2.8333333333	3	3
Mixed Breed/Unknown	1.5	0	0.75	0.25	0.25	2.75		2	1.5	0	3	2.5	1.6666666667	3
Labrador Retriever	0.1	0	0.25	0.5	0	3.75	2.25	0	0	0.25	0	3	1.8333333333	3
Labrador Retriever	0.4	0	0.6666666667	0.6666666667	0	3.375	2.3333333333	0	0	0.75	0	3	1.5	3
Labrador Retriever	0.3	0	1	2.3333333333	0	2.4285714286	1.5	1	1	0.5	1.5	3.3333333333	1.6666666667	3
German Wirehaired Pointer	0.3	0	0.75	0.5	0	3.25	1.75	0	1	0.5	1	3.5	1.3333333333	3.5
Mixed Breed/Unknown	0.5	0	2.75	2.5	0	2.4285714286	3.75		0.1666666667	0	0.5	1.5	1	2
Boston Terrier	0	0.25	0	0.5	1.25	2.125	0.25	0	0.8333333333	0.875	0	2	2.8333333333	0.5
Jack Russell Terrier	2.3	0.375	3	2.75	1.75	2.125	2.75	0.75	1	0.25	1.5	2.3333333333	3	1.5
Beagle	0	0	0	0	0	3.4285714286	1.25	0.75	0.1666666667	0.25	0.75	2	2	1
Belgian Malinois	0.5	0	0.25	0.25	0.5	2.25	1.75	1.25	0.5	1	0.25	1.3333333333	2.1666666667	2
German Shepherd	2.3	0	2	0.3333333333	0	3.25	3.5	0.5	2.8	0	0.3333333333	3.3333333333	2	2
Belgian Sheepdog	0	0	0.25	0.3333333333		3.5	2	0	0.3333333333	0.375	0	2	2.1666666667	3
Belgian Sheepdog	0	0	0.5	0		3.125	2	0	0.1666666667	0	0	2	2	3.5
Mixed Breed/Unknown	2	0.7142857143	2.25	3	1	1.875	3	2.25	2	0.875	3.75	3.1666666667	3.3333333333	1.5
Greyhound	0.6	0	0.75	1.25	0.25	1.5	3.25	2	2.5	1	2.25	3	1.5	1.5
English Setter	0	0	0	0	0	2	2	0	1.3333333333	0	0	1	1	0
English Setter	0.4	0	0.5	0.25	0	2	2.3333333333	0	0.1666666667	0.125	0.25	1.1666666667	0.8333333333	2
English Setter	0.5	0	0	0.25	0	3.3333333333	1.75	0.25	0.3333333333	0.125	0.25	0	1.3333333333	0
English Setter	0	0	0	0.25	0.75	3	0.25	0	0	0	0.75	1	1.1666666667	0
Pharaoh Hound	0.6	0.125	0.5	0.75	0	2.125	1.75	0.5	0.8333333333	0.25	0	2	1.3333333333	2
Border Collie	1.6	1	1.25	1.25	1	2.875	0	1.75	1.5	0.375	1.25	2.3333333333	2.3333333333	1.5
English Setter	0.4	0	0	0	0	3.3333333333	1.6666666667	0	0.3333333333	0.375	0	0.3333333333	1.3333333333	0
Dalmatian	0.3	0.125	4	0	0.25	2.375	1.5	0	1.1666666667	0	1	0.8333333333	1.5	2
English Springer Spaniel	0.2	0	1.3333333333	1.3333333333	1	2.25	3	2.25	0.6666666667	0.875	0.6666666667	2.3333333333	0.5	2
Mixed Breed/Unknown		0	0.6666666667	0.3333333333		1.8571428571		1.25	1.5	0.625	0.5	2.2	1.3333333333	1.5
Mixed Breed/Unknown	0.7	0	1.5	0	0.25	2.8571428571	4	0.5	1.6666666667	0	0	2.6666666667	1.3333333333	1.5
Labrador Retriever	0.4	0	1.25	0.25	0	2.5	3.5	0.25	1.6666666667	0	0.25	2.6666666667	0.1666666667	0
Rottweiler	0.5	0.25	3.5	1.5	3	3.25	4	0	0	0	0	2	1.6666666667	4
Australian Shepherd	1.9	0	1.75	0	0	3.125	3.3333333333	1	0.8333333333	0.125	0.75	2.6666666667	2.3333333333	3
Mixed Breed/Unknown	2.5555555556	0	1	2.5		2.125	3.25	4	3.6666666667	0.25	1	3.5	2.3333333333	1.5
Portuguese Water Dog	1.4	0.125	1	0.75	0	2.375	0.25	2.75	0.8333333333	0.125	1.5	2.3333333333	3	3.5
Jack Russell Terrier	0	0	0.25	0	0.25	2.5	3	0	0	0	0.3333333333	2.8333333333	2.5	3
Mixed Breed/Unknown	0.3	0	0	1.25	0.5	3.375	3	0.75	1	0.25	1.75	2.3333333333	2.3333333333	2
Mixed Breed/Unknown	0.9	0.375	1	1.25	0	1.5	2.5	1	1.6666666667	1	1.25	1	2.3333333333	3.5
Rhodesian Ridgeback	0.8	0	0.5	0	0.25	2.5	3.5	0.25	1.5	0.75	0.25	2	2.6666666667	0.5
Rhodesian Ridgeback	0.7	0	1.75	0	0	3.125	3.75	0	0.1666666667	0.5	0	2	2.6666666667	0.5
Rhodesian Ridgeback	0.8	0	0	0	0	3	3	0	0.3333333333	0	0.5	2	2.6666666667	2.5
Great Dane	0.3	0	1	0	0	3.375	2	3.25	1	0.7142857143	1	1	2.1666666667	0
Rottweiler	1	0	2	0.5	1	3.375	2.6666666667	0	0.1666666667	0.125	0.25	1.6666666667	1	4
Poodle (Standard)	0.3	0	0	0.25	0	3	1.5	0.25	0.6666666667	0.125	1	3	2	2.5
Poodle (Miniature)	0	0.125	1.5	0	0.75	3.25	2.5	0	0.8333333333	2.875	0.75	2	4	1
Mixed Breed/Unknown	1.5	2.75	1.75	0	3.25	2.75	3.25	0.25	1.3333333333	1.5	0	1.3333333333	0.3333333333	0
Eurasier	0.1	0	0.25	0.25	0.25	3.125	1.25		0.2	0	0.75	1.8333333333	2.1666666667	1.5
Eurasier	0.1	0	0.25	0.25	0.25	3.125	2.25		0.2	0	0.75	1.6666666667	2	1.5
Eurasier	0.5	0		0.5	0.5	2.75	1.5	0	0.4	0.125	0.75	2.5	2	1.5
Eurasier	0.1	0	0.25	0.25	0.75	2.625			0.2	0	1	1.5	1.5	1.5
Eurasier	0.3	0	0	0.5	0	3		0.25	0	0.125	0.3333333333	1.6666666667	1.8333333333	1.5
Eurasier	0.2	0.25	0.75	0.5	0.75	2.875	2.25	0	1.1666666667	0.375	0	2.1666666667	2	4
Poodle (Miniature)	1.2222222222	0	1	0	0.25	2.5714285714	3.25	0	0	0	0	2.6666666667	2.8333333333	3
Mixed Breed/Unknown	0.2	0	0.25	0.25	0	2.875	3	1.5	0.6666666667	0.375	0	1	0.8333333333	1
Anatolian Shepherd	0.3	0	0	0	0.25	2.75	0.6666666667	0	1	1.5	0.25	1.3333333333	1.8333333333	1.5
Maltese	0.5555555556	1	1.5	2		2.5	3	0	1.6	1.25	0.75	3	3.6	4
Manchester Terrier	2.3	1.75	2.25	1.75	1.25	2.625	2.75	1	1.3333333333	1.2857142857	1.75	3.6666666667	3.1666666667	4
Mixed Breed/Unknown	0.3	0	0	0	0	3.25	1	0.75	0.3333333333	0.25	1.25	1.1666666667	1.3333333333	1.5
Mixed Breed/Unknown	0.6	0.25	0	0	0.75	1.875	2	0.5	1.3333333333	0.5	1.5	2	1.1666666667	1
German Shepherd	1.125	0	1.25	1.25	0.25	3.375	2.75	1	0	0	1	2	1.1666666667	2
German Shepherd	0	0	0.25	0.75	0.25	3.625	2	0	1.1666666667	0	0.5	2	1.5	3
Mixed Breed/Unknown	3.4	0.25	4	0	0.5	1.75	3.25	0	0.1666666667	1	0.25	3	2	0
Poodle (Standard)	1	0	0.25	0.5	0	2.625	3	0.25	1.6666666667	1.625	0.75	2.1666666667	2.5	2.5
Mixed Breed/Unknown	0.8	0.125	2.25	1	2	2.625	3	1.5	1.6666666667	0	2.25	1.1666666667	3.1666666667	1.5
Chinese Crested	1.9	0	4	2.6666666667	0.25	3.25	3.25	3.75	2	1.125	2	2.3333333333	4	3
Italian Greyhound	0	0	0.25	0.75	1	3	1	1	0.4	0.625	0.75	1	1.3333333333	0
Border Collie	0	0	0	0.5	0	3.5	0	0	0.2	0.125	0.5	1.5	1.3333333333	0
Alaskan Husky	0	0	0.5	0.3333333333	0	1.375	2.5	0	1.6666666667	0	0	1.8	1	1
Siberian Husky	0	0	0	0	0	1.625	2.75	0	0.1666666667	0	1	2.6	0.3333333333	2
Mixed Breed/Unknown	0	0	0	0	0	3	1.75	0	0.5	0	0	2.6	2.2	1.5
Siberian Husky	0	0	0.25	0	0	1.375	2.5	0	0.6666666667	0	0	1.4	0.6666666667	0
Great Dane	1.2222222222	0	1.25	1	0	2	2	1	0	0.5	0	2.1666666667	2.2	2
Border Collie	0	0	0	0.5	0.75	3.875	1.5	0.75	0.5	0	0.25	2.8333333333	2	1
Bulldog	0.8	0.25	1.75	2.5	2.6666666667	2.875	2.5	1	1.5	1.5	0.5	2.1666666667	2.3333333333	1.5
Mastiff (English)		0	0.6666666667	1.3333333333	0	2.5	2.75	4	0.4	0	1.75	2.6666666667	4	2
Mixed Breed/Unknown	0.7	0	0.25	1.75	0.5	1.7142857143	2.5	0.25	0.3333333333	0	2	1.3333333333	1	2
Mixed Breed/Unknown	0.4	0	0.75	1	0	2.2857142857	2.5	0.25	0.5	0.75	1	1.8333333333	1.3333333333	2
Bouvier des Flandres	0.3333333333	0	1.25	0	0	2.875	2.5	0	0.3333333333	0.125	0.25	0.6666666667		2.5
German Shepherd	1.2	0	1.25	0.5	1.6666666667	2.625	2.5	2.25	1	0.5	1	1.8333333333	2	2
Affenpinscher	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0
English Springer Spaniel	1.3333333333	0		0		2.75	2.5	1.6666666667	0	0	1.3333333333	2.5	2	3.5
German Shepherd	0	0	0	0	0	3.5	2.5	0	0	0.375	0	0.1666666667	1.5	0
Mixed Breed/Unknown	1.2	0.75	2	0.75		2.125	3	0.25	1	0.25	1.75	2.3333333333	2	3
Mixed Breed/Unknown	0.7	0	0.75	0.5		2.625	2.5	1	1.6666666667	0.625	0.5	1.1666666667	3.1666666667	1
Mixed Breed/Unknown	1.2	0	1.25	1.25		2.625	2.75	0.75	1.8333333333	0.375	1	1.1666666667	2.1666666667	1
Poodle (Standard)	0.1	0	0.5	0.75	0.25	3.375	1	2.75	1.1666666667	0.625	1.75	1.3333333333	2	2
Poodle (Standard)	0	0	0	1.25	0	2.75	1.75	1.5	1	0.875	0.75	2.3333333333	3.1666666667	3
Poodle (Standard)	0.8888888889	0	4	4	0.5	2.75	3.5	3.25	2.5	0.5	2.25	1.3333333333	2	1
Poodle (Standard)	0	0	0	0.5	0	2.75	2.25	0.25	0.1666666667	0.375	0.25	1.8333333333	2.3333333333	4
Poodle (Standard)	0.3	0	0.25	0.25	0	3	2.5	0	0.1666666667	0.25	0.5	1.3333333333	2.3333333333	1
Brussels Griffon	0	0	0	0	0	1.5	0	4	1.6	1.125	1.5		0.1666666667	0
Labrador Retriever	0.9	0.125	1.25	0	0.25	2.5	2.75	0	0	0.625	0	3.3333333333	2	2
Mixed Breed/Unknown	0.4	0	0.75	0	0.25	2.5	2	0	0.1666666667	0.125	0	3.1666666667	0.8333333333	1
Border Collie	0.4444444444	0	0.25	0.25	0.75	2.4285714286		4	2.1666666667	0	1.3333333333	0.4	1.5	2
Shiba Inu	0	0	0.75	0	1.25	3.375	2.25	0	0	0	0	0.3333333333	0.1666666667	1
Shiba Inu	0.125	0	0.5	0	0.75	2.875	2.75	0	0	0	0	1.5	1	0
Cardigan Welsh Corgi	0.25	0.625	0.5			1.5		0.25	0.8	0.875	0.6666666667	1.6666666667	2.1666666667	2.5
Border Collie	0	0	0	0	0	3.5	0.6666666667	0	0.1666666667	0	0	0.8333333333	1.5	2
Schipperke	0.4	0.375	0.25	0	0.75	2.75	3.5	0	0.3333333333	0	0.5	1.1666666667	2.1666666667	2
Schipperke	0	0	0.25	0	0.5	3.2857142857	1.75	0	0.5	0	0.75	1.3333333333	2	1
Labrador Retriever	0.5	0	0.25	0	0.5	2.75	1.25	0.5	0	0.125	0	0.6666666667	2.6666666667	0
Soft Coated Wheaten Terrier	0.2	0	0.5	1		2.875	2	0	0.6666666667	0.375	0	2.3333333333	2.1666666667	3.5
Soft Coated Wheaten Terrier	0	0	0.5	0.5	0	2.5	2	0	0.3333333333	0.25	0	2.1666666667	2.6666666667	3.5
Belgian Tervuren	0.6	0	1.25	1.25	0.25	3.25	1.25	0.5	0.8333333333	0	0.75	1.8333333333	1.1666666667	2
Mixed Breed/Unknown	0	0	0	0.25	0	2.5	2	0	0.1666666667	1.5	0	1.3333333333	2.3333333333	2
Cocker Spaniel (American)	0.6666666667	1.125	3.75	0	1	2.5	2.25	0.75	0.6666666667	0.5	0.25	2	0	3
Australian Shepherd	0.75	0	1.5	1.75	0.75	3.125	2.5	0.75	0.5	0.375	0.5	1.3333333333	1.5	2
Australian Shepherd	1.5	0	0.75	1.5	0	2.75	0.3333333333	1.25	0	0.25	0.5	2.1666666667	2.3333333333	2
Shiba Inu	0	0	0	0	0	2.25	1.3333333333	3.5	1	0.5	0.25	1	1.3333333333	1
Collie	0.1	0.125	0	0	0	2.375	1.75	0	1.8333333333	1.25	0.25	1	2.6666666667	1.5
Collie	0.4	0	0.25	0	0.5	3.375	1.5	0	0	0	0	1.3333333333	2.5	2.5
Collie	0	0	0	0.75	0	2.875	1.5	0	0.5	0	0	2.3333333333	2.6666666667	2
Doberman Pinscher	2.1	0	2	1.25	0.25	3.25	4	1.25	0	0	0	2.8333333333	3	1
Mixed Breed/Unknown	0.7	0	0.25	0.5	1	3.5	1	2	0.3333333333	0	0.25	2.8333333333	2.6666666667	0
Dalmatian	0.4	2	0.5	0.25	1	2.75	0.5	1.25	0.1666666667	1.25	1.25	2.3333333333	3	0
Poodle (Standard)	0.3	0	0.25	0.5	0.25	3.25	1.5	0	0.1666666667	0	0	1.3333333333	1.8333333333	0.5
Rat Terrier	0.2	0	0	0	0	3.4285714286	1.75	0	0.3333333333	0	0.5	1.1666666667	1.6666666667	0.5
Teddy Roosevelt Terriers	0.2	0	1	0	1.25	3.75	1.75	0	0.6666666667	0	1	1.5	2.1666666667	1
Yorkshire Terrier	2.2222222222	0.75	0.25	1.25		2.625	2	0.25	0.8	0.375	1	2	2.3333333333	0.5
Labrador Retriever	0	0	2	1.3333333333	0	3.1428571429	1.75	0	1	0	0.25	2.5	1.6666666667	2
Labrador Retriever	0.6	0	1	0.3333333333		2.625		0	0	0	0	2	2.2	2
Chinese Shar-Pei	1.9	2.125	1.25	1	1.5	2.125	1.5	1	1.6666666667	0.5	2	2.8333333333	2.3333333333	1
Australian Shepherd	1.2	0.25		1.5	1.5	3.25	1	0.25	2.1666666667	0.25	1	3.6666666667	3.3333333333	2.5
Anatolian Shepherd	0.625	0.25		0	1.75	3	2.5	0	0	0	0.3333333333	3.1666666667	2.5	3.5
Akita	0	0	0	0	0.5	2.125	2.5	0	0.6666666667	0	0.25	0.8333333333	1.6666666667	1
Akita	0	0	0	0	0	2.375	2.25	0.5	0.1666666667	0	0.25	0.8333333333	1.6666666667	0
Akita	0.2	0	1.75	1.5	0	2.875	3	0.25	0.5	0	0.5	1.8333333333	1.6666666667	0
Belgian Tervuren	0	0	3	2.25	0	3.125	1.5	0	0	0.375	0	2.1666666667	1.8333333333	3
German Shepherd	1.1111111111	0	0.5	0.25	0	3.5	3.75	0	0.5	0.375	0.5	2.8333333333	1.6666666667	4
Cocker Spaniel (English)	0.625	0.8571428571			0.5	1.375	2.75	0	0.6	0	0.5	2.3333333333	3	1.5
